,Tokens,Tagged Sentence
1273,"['Besides', 'Mount', 'Hector', ',', 'there', 'were', 'a', 'number', 'of', 'other', 'fine', 'views', 'to', 'intrigue', 'the', 'artist', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1274,"['Hector', 'Glacier', 'and', 'Mount', 'Hector', 'rise', 'on', 'the', 'opposite', 'side', 'of', 'the', 'Bow', 'River', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1275,"['Note', ':', 'The', 'Bus', 'Alpin', 'runs', 'from', 'Sur', 'up', 'to', 'the', 'Hotel', 'Piz', 'Platta', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1276,"['See', 'all', '8', 'hotels', 'in', 'Winterton', 'Champagne', 'Castle', 'Hotel']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1277,"['Champagne', 'Castle', 'Hotel', 'is', 'a', 'very', 'special', 'destination', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1278,"['Built', 'with', 'a', 'large', 'glass', 'window', 'to', 'stream', 'in', 'all', 'the', 'beauty', 'that', 'reflects', 'off', 'of', 'the', 'Drakensberg', 'Mountain', 'Range', ',', 'where', 'better', 'to', 'make', 'a', 'commitment', 'of', 'love', 'to', 'your', 'partner', 'than', 'in', 'the', 'Chapel', 'of', 'Champagne', 'Castle', 'Hotel', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
1279,"['Previously', ',', 'the', 'most', 'active', 'recent', 'event', 'was', 'an', 'August', '1992', 'eruption', 'of', 'Mount', 'Spurr', ',', 'which', 'is', '78', 'miles', '(', '126', 'km', ')', 'west', 'of', 'the', 'city', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1280,"['Mount', 'Spurr', 'Mount', 'Spurr', 'from', 'the', 'south']","['B-MOUNTAIN', 'I-MOUNTAIN', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
1281,"['Among', 'those', 'where', 'the', 'threat', 'score', '-', 'but', 'not', 'the', 'threat', 'level', '-', 'is', 'higher', 'are', 'Alaska', ""'s"", 'Redoubt', ',', 'Mount', 'Okmok', ',', 'Akutan', 'Island', 'and', 'Mount', 'Spurr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1282,"['Evan', 'will', 'regroup', 'and', 'hope', 'to', 'be', 'inspired', 'by', 'his', 'teammates', ""'"", 'success', ',', 'as', 'he', 'heads', 'into', 'the', 'next', 'slopestyle', 'event', 'at', 'Mammoth', 'Mountain', 'in', 'early', 'February', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1283,"['Long', 'Valley', 'Caldera', 'is', 'a', 'depression', 'in', 'eastern', 'California', 'that', 'is', 'adjacent', 'to', 'Mammoth', 'Mountain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1284,"['When', 'the', 'ski', 'and', 'snowboard', 'season', 'is', 'over', ',', 'Mammoth', 'Mountain', 'becomes', 'a', 'mountain', 'biker', ""'s"", 'haven', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1285,"['The', 'important', 'first', 'mountain', 'ascents', 'had', 'already', 'occurred', 'before', 'then', ':', 'Blüemlisalphorn', 'in', '1860', ',', 'Doldenhorn', 'in', '1862', ',', 'Balmhorn', 'in', '1864', 'and', 'Fründenhorn', 'in', '1871', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
1286,"['Larkya', 'Peak', 'Climbing', 'offers', 'you', 'to', 'traverse', 'a', 'recently', 'opened', 'trekking', 'route', 'by', 'the', 'Government', 'of', 'Nepal', 'in', 'the', 'Manaslu', 'region', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O']"
1287,"['This', 'great', 'journey', 'traverses', 'glaciers', 'and', 'high', 'passes', 'through', 'the', 'very', 'heart', 'of', 'the', 'alps', ',', 'taking', 'in', 'such', 'peaks', 'as', 'the', 'Rosa', 'Blanche', 'and', 'Pigne', ""d'Arolla"", '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1288,"['Recent', 'large', 'scale', 'landscape', 'change', 'occurred', 'in', 'the', 'summer', 'of', '2012', ',', 'when', 'the', 'Ghost', 'Glacier', 'fell', 'from', 'Mount', 'Edith', 'Cavell', ',', 'causing', 'a', 'massive', 'debris', 'flood', 'down', 'the', 'valley', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1289,"['Mount', 'Edith', 'Cavell', 'is', 'closed', 'until', 'August', '2018', '.', 'Learn', 'more']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1290,"['There', 'is', 'a', 'story', 'of', 'a', 'mountaineer', 'whose', 'name', 'was', 'Yvon', 'Chouinard', 'who', 'was', 'going', 'out', 'with', 'a', 'group', 'of', 'his', 'friends', 'to', 'climb', 'Mount', 'Edith', 'Cavell', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1291,"['Two-room', 'apartment', 'in', 'the', 'countryside', ',', 'with', 'wonderful', 'views', 'of', 'Mount', 'Etna', 'pool', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
1292,"['The', 'best', 'time', 'for', 'a', 'tour', 'of', 'Mount', 'Etna', 'is', 'the', 'spring', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1293,"['This', 'information', 'is', 'provided', 'by', 'the', 'guides', 'of', 'Mount', 'Etna', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1294,"['He', 'was', 'considered', 'a', 'groundbreaker', 'after', 'successfully', 'climbing', 'Mount', 'Everest', 'solo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
1295,"['In', 'the', '1944-45', 'Canadian', 'Alpine', 'Journal', ',', 'the', 'Mundays', 'reported', 'a', 'ski', 'attempt', 'on', 'Mount', 'Garibaldi', 'with', 'Phil', 'Brook', ',', 'who', 'was', 'a', 'friend', 'of', 'the', 'Mundays', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1296,"['You', 'can', 'walk', 'to', 'the', 'summit', 'of', 'nearby', 'Monte', 'Perdido', 'and', 'enjoy', 'spectacular', 'views', 'of', 'the', 'Pyrenees', 'in', 'the', 'distance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1297,"['This', 'year', ',', 'the', 'award', 'will', 'include', 'a', 'special', 'category', 'in', 'honour', 'of', 'the', 'Ordesa', 'y', 'Monte', 'Perdido', 'Natural', 'Park', 'within', 'its', 'centenary', 'celebrations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1298,"['Its', 'highest', 'peak', 'in', 'the', 'Monte', 'Perdido', 'is', '3,355', 'm', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1299,"['Electric', 'cars', 'at', 'Pikes', 'Peak', '2012', ',', 'all', 'the', 'onboard', 'videos', '!', '-', 'TechVehi']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1300,"['Silence', 'returned', 'to', 'the', 'eternal', 'snows', 'of', 'the', 'Marmolada', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
1301,"['In', 'winter', 'the', 'ski', 'Marmolada', 'offers', 'various', 'opportunities', 'with', 'the', 'link', 'to', 'the', 'ski', 'resort', 'of', 'Arabba', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1302,"['So', 'we', 'opted', 'for', 'the', 'Marmolada', 'and', 'its', 'N', 'face', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
1303,"['In', 'recent', 'years', 'the', 'names', 'Mount', 'Louis', 'St.', 'Laurent', 'and', 'Mount', 'Lester', 'Pearson', 'have', 'been', 'given', 'to', 'mountains', 'in', 'BC', ""'s"", 'Premier', 'Range', ',', 'and', 'Lake', 'Diefenbaker', 'has', 'been', 'assigned', 'to', 'a', 'huge', 'reservoir', 'on', 'the', 'South', 'Saskatchewan', 'River', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1304,"['Cerro', 'de', 'la', 'Muerte', 'and', 'Chirripó', 'form', 'part', 'of', 'this', 'mountainous', 'massif', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1305,"['Au', 'nord', ',', 'Modane', 'est', 'délimitée', 'par', 'le', 'roc', 'des', 'Saints', 'Pères', ',', 'et', ""l'aiguille"", 'de', 'Péclet', '(', 'nord-ouest', ')', 'et', 'par', 'le', 'dôme', 'de', 'Polset', '(', 'nord-est', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1306,"['Agence', 'immobilière', '|', 'DÔME', 'DE', 'POLSET', 'STUDIO', '22M²', '3', 'PERS', 'PROCHE', 'DES', 'PISTES']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1307,"['Cathedral', 'Peak', 'seen', 'from', 'the', 'valley', 'before', 'entering', 'the', 'park', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1308,"['South', 'Africa', 'Cathedral', 'Peak', 'Hotel', 'Südafrika', '(', ')', 'Luxury', 'Hotel', 'Honeymooner', 'Hotel', 'Presidential', 'Suite', 'Boutique', 'Hotel', 'Wellness', '&', 'Spa', 'Hotel', 'Golf', 'Hotel', 'Sport', 'Hotel', 'Country', 'Hotel', 'Four', 'Star', 'Superior', 'Family', 'hotel', 'Conference', 'Hotel', 'Secret', '4-Star-Hotel', 'Bed', '&', 'Breakfast', 'Hiking', 'Hotel']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1309,"['We', 'try', 'to', 'make', 'a', 'scenic', 'loop', 'which', 'offers', 'stunning', 'views', 'over', 'Cathedral', 'Peak', ':', 'about', '8', 'hours', 'of', 'walking', 'and', '600m', 'of', 'elevation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1310,"['La', 'grotte', 'du', 'Grand', 'Roc', 'est', 'une', 'grotte', 'à', 'concrétion', ""d'une"", 'densité', 'et', ""d'une"", 'variété', 'de', 'cristallisation', 'exceptionnelle', '!']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1311,"['La', 'grotte', 'du', 'Grand', 'Roc', ',', 'près', 'des', 'Éyzies-de-Tayac', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
1312,"['La', 'Grotte', 'du', 'Grand', 'Roc', 'est', 'un', 'magnifique', 'système', 'de', 'grottes', 'plein', 'de', 'stalactites', 'et', 'de', 'stalagmites', 'dans', 'la', 'vallée', 'de', 'la', 'Vézère', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1313,"['The', 'appropriate', 'maps', 'are', '(', 'Sunwapta', 'Peak', '83C6', 'and', 'Columbia', 'Icefield', '83C3', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1314,"['The', 'Piz', 'Buin', 'mountain', 'sunscreen', 'range', 'is', 'specially', 'formulated', 'to', 'protect', 'the', 'skin', 'from', 'extreme', 'cold', ',', 'wind', 'and', 'intense', 'solar', 'radiation', 'at', 'high', 'altitude', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1315,"['Currently', 'Piz', 'Buin', ""'s"", 'offer', 'includes', 'not', 'only', 'cosmetics', 'that', 'protect', 'against', 'the', 'sun', ',', 'but', 'also', 'products', 'dedicated', 'to', 'people', 'who', 'want', 'to', 'strengthen', 'and', 'extend', 'the', 'effect', 'of', 'obtained', 'tan', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1316,"['Located', 'next', 'to', 'the', 'Gotschna', 'Cable', 'Car', 'in', 'the', 'centre', 'of', 'Klosters', ',', 'Hotel', 'Piz', 'Buin', 'features', 'a', 'spa', 'area', 'and', 'offers', 'free', 'WiFi', 'access', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1317,"['Add', 'to', 'Wish', 'List', '1', 'pcs', 'Conveyor', 'Table', '2', 'holes', 'Flange', 'Mount', 'Ball', 'Transfer', 'Unit', 'Bearing']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
1318,"['The', 'Piz', 'Badile', 'gets', 'more', 'and', 'more', 'proeminent', 'even', 'in', 'the', 'morning', 'light', 'when', 'the', 'contrast', 'between', 'sun', 'and', 'shadow', 'is', 'particularly', 'marked', ',', 'masking', 'for', 'the', 'moment', 'the', 'other', 'main', 'peak', ',', 'Piz', 'Cengalo', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1319,"['Many', 'mountains', 'attract', 'a', 'large', 'number', 'of', 'alpinists', 'from', 'around', 'the', 'world', ',', 'especially', 'the', '4000-metre', 'summits', 'and', 'the', 'great', 'north', 'faces', '(', 'Eiger', ',', 'Matterhorn', 'and', 'Piz', 'Badile', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
1320,"['They', 'have', 'a', 'variety', 'of', 'tours', 'in', 'mind', 'for', 'Piz', 'Badile', 'in', 'particular', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
1321,"['A', 'quiet', 'but', 'cosy', 'bar', 'situated', 'within', 'the', 'Hotel', 'Silberhorn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
1322,"['Silberhorn', 'Wengen', 'is', 'a', '4-star', 'hotel', 'offering', 'a', 'sundeck', 'and', 'a', 'library', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1323,"['Hotel', 'Silberhorn', 'is', 'located', 'in', 'the', 'centre', 'of', 'the', 'car-free', 'village', 'of', 'Wengen', ',', 'which', 'is', 'only', 'reachable', 'by', 'train', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1324,"['He', 'was', 'considered', 'a', 'groundbreaker', 'after', 'successfully', 'climbing', 'Mount', 'Everest', 'solo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
1325,"['In', 'fact', 'the', 'summit', 'of', 'Monte', 'Argentera', 'is', 'certainly', 'higher', 'at', '3297', 'm', 'above', 'sea', 'level', 'but', 'it', 'is', 'located', 'in', 'Italian', 'territory', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1326,"['In', 'fact', 'the', 'summit', 'of', 'Monte', 'Argentera', 'is', 'certainly', 'higher', 'at', '3297', 'm', 'above', 'sea', 'level', 'but', 'it', 'is', 'located', 'in', 'Italian', 'territory', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1327,"['Hearing', 'aid', 'is', 'registered', 'to', 'a', 'Wilhelmina', 'Morgan', 'of', 'Mount', 'Charleston', ',', 'Nevada', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
1328,"['Mount', 'Agung', '(', 'Bali/', 'Indonesia', ')', 'went', 'through', 'another', 'moderate', 'eruptive', 'episode', 'in', 'the', 'early', 'afternoon', 'of', 'May', '12th', ',', '2019', ',', 'with', 'an', 'ash', 'plume', 'that', 'rose', 'up', 'to', '5.5', 'km', 'above', 'sea', 'level', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1329,"['Mount', 'Samsari', '(', 'Georgian', ':', 'სამსარი', ')', 'is', 'a', 'peak', 'of', 'the', 'Abul-Samsari', 'Range', 'in', 'Southern', 'Georgia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1330,"['The', 'platform', ',', 'which', 'is', 'elevated', 'only', 'a', 'few', 'metres', 'above', 'three', 'hay', 'barns', ',', 'offers', 'a', 'wonderful', 'panorama', 'across', 'Serles', ',', 'Elfer', ',', 'Habicht', 'and', 'into', 'the', 'Pinnistal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
1331,"['Habicht', ""'s"", 'work', 'focuses', 'on', 'Greek', 'epigraphy', 'and', 'Athenian', 'history', 'in', 'Hellenistic', 'times', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1332,"['Outspoken', 'New', 'Yorkers', 'and', 'Habicht', ""'s"", 'father', ',', 'via', 'Skype', 'calls', ',', 'influence', 'the', 'narrative', 'of', 'the', 'film', 'within', 'the', 'documentary', '.', 'Blurs', 'the', 'boundaries', 'of', 'fact', 'and', 'fiction', 'and', 'pushes', 'the', 'relationship', 'between', 'director', 'and', 'subject', 'to', 'new', 'extremes', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1333,"['The', 'lake', 'lies', 'south', 'of', 'the', 'Bow', 'Summit', ',', 'east', 'of', 'the', 'Waputik', 'Range', '(', 'views', 'including', 'Wapta', 'Icefield', ',', 'Bow', 'Glacier', ',', 'Bow', 'Peak', ',', 'Mount', 'Thompson', ',', 'Crowfoot', 'Glacier', 'and', 'Crowfoot', 'Mountain', ')', 'and', 'west', 'of', 'the', 'Dolomite', 'Pass', ',', 'Dolomite', 'Peak', 'and', 'Cirque', 'Peak', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1334,"['Mount', 'Chephren', 'was', 'named', 'after', 'Chephren', ',', 'the', '4th', 'Dynasty', 'Egyptian', 'pharaoh', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1335,"['Mount', 'Everest', 'is', 'known', 'for', 'having', 'the', 'snowiest', 'peaks', 'in', 'the', 'entire', 'world', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1336,"['The', 'central', 'third', 'of', 'the', 'Tibesti', 'is', 'of', 'volcanic', 'origin', 'and', 'consists', 'of', 'five', 'shield', 'volcanoes', 'topped', 'by', 'large', 'craters', ':', 'Emi', 'Koussi', ',', 'Tarso', 'Toon', ',', 'Tarso', 'Voon', ',', 'Tarso', 'Yega', 'and', 'Toussidé', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
1337,"['To', 'the', 'west', ',', 'in', 'the', 'vicinity', 'of', 'Tarso', 'Toussidé', ',', 'are', 'the', 'small', 'plateaus', 'of', 'Tarso', 'Tôh', 'and', 'Tarso', 'Tamertiou', ',', 'at', '490', 'km2', '(', '190', 'sq', 'mi', ')', 'and', '98', 'km2', '(', '38', 'sq', 'mi', ')', ',', 'respectively', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
